# Pathway	SRR12395643	SRR12395644	SRR12395645	SRR12395646	SRR12395647	SRR12395648	SRR12395649	SRR12395650	SRR12395651	SRR12395652	SRR12395653	SRR12395654	SRR12395655	SRR12395656	SRR12395657	SRR12395658	SRR12395659	SRR12395660	SRR12395661	SRR12395662	SRR12395663	SRR12395664	SRR12395665	SRR12395666	SRR12395667	SRR12395668	SRR12395669	SRR12395670	SRR12395671	SRR12395672	SRR12395673	SRR12395674	SRR12395675	SRR12395676	SRR12395677	SRR12395678	SRR12395679	SRR12395680	SRR12395681	SRR12395682	SRR12395683	SRR12395684	SRR12395685	SRR12395686	SRR12395687	SRR12395688	SRR12395689	SRR12395690	SRR12395691	SRR12395692	SRR12395693	SRR12395694	SRR12395695	SRR12395696	SRR12395697	SRR12395698	SRR12395699	SRR12395700	SRR12395701	SRR12395702	SRR12395703
PWY-4981: L-proline biosynthesis II (from arginine)	57.7016	42.6192	161.477	29.3634	185.854	18.086	27.3389	15.516	205.208	53.453	43.7141	24.617	153.309	26.9782	37.1512	77.3821	14.3048	6.21619	70.0547	45.7046	51.8174	23.3935	8.94409	8.90758	32.8877	6.62399	130.24	28.7574	21.1322	24.1595	59.4812	15.1291	13.3492	124.98	16.8705	18.0207	23.0854	14.8338	41.9046	203.56	20.3575	137.487	115.898	140.672	169.599	295.482	53.5266	90.0142	31.9897	7.82153	33.3748	0	38.9634	172.866	28.7897	14.6829	64.5524	16.0221	19.4786	39.7547	31.686
PWY-4984: urea cycle	238.887	162.672	257.71	148.514	143.625	134.931	146.244	164.936	31.5668	46.281	123.518	79.6993	17.7387	160.353	83.9868	180.722	23.9463	89.5867	205.704	105.242	118.602	139.697	192.826	195.607	190.987	82.6974	7.93466	66.7236	152.535	139.549	111.24	118.914	112.057	60.6978	93.2486	134.21	132.588	162.114	45.2751	81.0738	196.624	143.265	0	33.23	64.7566	0.407518	96.9317	120.525	242.846	215.587	228.755	188.049	65.1442	85.8127	200.837	108.922	114.143	126.643	66.6672	83.1278	184.034
PWY-5005: biotin biosynthesis II	3.35475	11.8481	31.8371	12.7266	5.81071	6.24014	6.73997	10.055	0	33.5722	18.414	5.76257	8.84161	20.1473	6.29314	28.7726	0	5.61398	23.5432	1.07271	6.43838	12.1826	25.8221	29.2014	0	22.595	0	11.9101	67.2486	6.71346	4.83898	69.8466	17.2521	5.60832	20.9132	29.8545	4.40047	12.6747	5.0296	2.48716	6.34952	8.77932	15.8241	5.10286	7.79362	0	12.9818	5.25277	19.8903	9.20329	23.3596	0	31.8481	2.07396	3.82696	1.48254	9.70587	76.6147	12.3872	7.54363	1.23667
PWY-5022: 4-aminobutanoate degradation V	111.943	3.32643	20.3047	0.797901	15.1259	2.32812	45.4324	11.1282	53.1342	47.7347	7.04904	19.1096	66.6014	89.8909	20.5346	43.8736	46.3331	39.0819	47.6648	49.5001	20.4801	5.14399	0.483807	0	2.16372	0	19.4236	51.0499	0.753791	65.6863	58.8682	3.65276	2.85183	67.7188	17.6578	17.2861	26.8458	2.87507	26.5765	153.083	17.2782	79.956	0	58.3742	189.516	16.7642	35.3788	29.4504	6.13109	18.1816	4.67193	3.07112	12.4701	85.5215	1.72477	7.28882	35.7706	113.839	56.0588	100.586	184.221
PWY-5028: L-histidine degradation II	2.36106	0	0	0	0	0	0	0	0.683651	0	0	0	0	0	0	0	0	0	1.5538	0	0	0	0	0	0	0	0	0	1.9915	0	0	0	0	0	1.11844	0	0	0	2.71499	12.93	0	0	0	0	0	3.52873	0	0	0	0	0	0	0	0	0	0	0	0	0	161.561	29.0435
PWY-5030: L-histidine degradation III	137.596	174.059	314.691	161.36	140.643	140.911	170.398	117.827	33.8786	76.076	117.327	68.749	83.3975	141.767	85.4005	98.2624	6.52016	117.267	163.144	100.365	152.667	169.871	230.429	272.206	181.369	339.858	22.1159	75.2049	150.293	154.899	110.405	233.059	374.93	91.4316	160.061	237.872	246.873	270.604	82.3125	112.294	130.149	154.832	51.7144	61.5767	48.6129	1.33117	59.2405	91.1851	202.778	175.287	200.603	246.913	27.0579	100.496	329.951	185.288	64.7271	63.6213	160.316	50.1238	242.775
PWY-5080: very long chain fatty acid biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5083: NAD(P)/NADPH interconversion	0.73097	0	0	0	0.847929	0	11.1147	1.1194	113.404	2.9599	0	5.27164	66.2413	131.678	0	19.458	57.0612	25.803	1.19493	2.52283	0.410225	1.49043	0	0	0.822506	1.99643	159.803	129.278	0	0	0	0	3.4923	59.4602	2.62001	3.88154	1.32068	0	0	56.2603	2.93154	58.8119	0	61.7857	116.603	182.203	3.48533	10.4384	0	18.1009	0	4.6568	1.04125	85.6037	0	0.339895	11.2018	37.6623	17.3502	71.2009	57.8746
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	0	4.73909	88.8239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5088: L-glutamate degradation VIII (to propanoate)	0	10.2114	5.5128	2.16894	26.4317	3.72828	15.6269	0	11.3946	4.06045	3.35011	0	1.73885	5.67977	0	8.61067	1.07481	0	9.60648	2.2502	9.64479	4.35016	0	3.44965	0	0	0	38.1629	0	0	0	0	0	4.5538	5.86557	0	1.0881	0	21.947	0	0	0	0	0	19.5275	0	11.6182	7.62722	0	1.11595	3.71647	0	0	0	0	3.06104	2.5513	0	3.11726	22.0544	5.83192
PWY-5097: L-lysine biosynthesis VI	426.586	491.174	414.721	400.636	389.881	406.662	355.451	346.276	245.404	386.344	400.325	539.46	299.115	389.375	316.693	323.391	246.067	360.665	373.56	337.637	318.966	368.544	347.286	388.523	356.97	412.955	252.958	324.781	414.594	344.883	371.174	388.095	443.72	251.602	354.246	383.024	463.115	461.813	361.186	286.583	439.806	276.344	294.219	320.176	325.44	319.573	422.768	351.833	409.665	375.379	470.909	506.888	470.174	269.822	438.907	360.924	422.773	406.253	359.545	294.484	307.613
PWY-5100: pyruvate fermentation to acetate and lactate II	112.387	275.304	160.39	114.405	290.596	192.117	170.874	185.19	178.166	257.843	214.604	113.872	181.031	242.404	196.208	230.748	174.232	225.12	218.959	123.006	133.996	182.808	147.345	94.1745	125.084	32.0994	176.38	96.8103	182.199	118.829	111.107	164.578	114.282	102.092	114.582	159.892	152.004	137.141	59.0616	102.839	193.821	96.7857	298.829	177.683	193.255	291.142	271.659	193.539	222.363	133.591	161.64	147.439	222.201	157.878	100.634	139.432	260.97	277.886	179.617	172.536	70.7181
PWY-5101: L-isoleucine biosynthesis II	1.13467	0	0	0	0	1.06652	0	0	0	2.42292	0	1.11987	0	0	0	11.8973	0.917932	0	0	2.68023	2.3512	0	0	0	0	0	0	0	0	0	5.49274	0	4.98597	0	0	0	8.96033	0	0	0	0	0	0	1.97743	1.45352	0	1.21691	19.7898	0	0	1.99071	0	9.70814	0	0	0	11.9492	0	0	3.22192	0
PWY-5103: L-isoleucine biosynthesis III	398.686	475.767	368.058	387.076	378.264	420.51	406.221	328.034	392.881	395.512	391.793	587.238	389.747	388.554	295.025	310.994	289.849	317.784	378.764	318.568	331.055	384.828	319.099	325.148	315.738	377.362	338.157	407.066	401.69	349.165	314.119	446.073	424.24	325.883	349.269	406.242	412.64	429.233	420.339	341.729	400.917	385.178	344.012	384.883	262.463	576.415	348.47	316.583	387.955	378.393	467.343	363.767	479.545	410.642	457.701	358.941	451.12	391.31	374.826	251.571	382.686
PWY-5104: L-isoleucine biosynthesis IV	138.867	152.098	114.923	109.527	137.725	136.447	105.744	188.67	244.821	58.5702	131.053	112.96	184.554	179.663	81.3338	71.0091	185.098	103.072	116.025	82.4584	136.942	146.752	216.504	188.227	126.075	104.52	268.461	115.669	152.069	126.414	74.0842	142.906	154.089	114.798	122.035	162.234	199.611	195.791	50.9254	214.648	140.157	166.878	0	137.164	149.038	414.733	65.657	90.3268	204.624	131.526	160.232	228.698	100.012	217.641	179.003	134.585	107.088	150.014	116.869	72.3734	161.376
PWY-5109: propanoate fermentation to 2-methylbutanoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461394
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	129.072	17.1706	54.7941	144.914	84.34	118.364	142.519	119.974	117.204	79.1174	160.099	78.2002	91.7627	219.881	109.489	102.161	112.547	115.689	172.721	88.9928	137.513	173.784	274.153	236.769	172.505	154.106	75.6795	94.0575	164.599	127.05	119.437	143.728	168.916	137.21	119	148.087	167.12	184.394	98.1409	197.119	127.545	159.43	0	96.0657	173.839	153.451	57.2622	49.6602	258.539	193.837	125.873	233.86	27.6057	162.201	172.371	131.713	72.8327	146.265	153.594	91.8496	78.837
PWY-5129: sphingolipid biosynthesis (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	0	5.71136	20.0252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	0	0	0	0	0	0	0	0	0	0	0	0	0.412386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19645	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	0	1.99671	29.9537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	288.627	215.167	248.204	252.081	169.941	239.489	238.864	215.625	244.973	157.989	177.813	243.741	216.735	216.431	159.229	203.039	258.395	142.424	185.447	238.799	197.911	222.681	225.087	228.869	243.014	166.509	269.168	185.217	244.408	232.541	195.316	282.112	213.476	175.913	213.866	229.038	235.914	245.167	261.082	245.106	263.436	197.449	55.4685	218.836	276.974	294.877	130.295	205.692	277.075	285.527	334.024	187.082	316.263	217.609	206.803	235.205	165.494	219.888	218.947	205.32	231.864
PWY-5156: superpathway of fatty acid biosynthesis II (plant)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97832	0	0	0	0
PWY-5173	0.981154	0	0	4.22052	8.97234	0.839128	17.1436	1.96307	167.144	2.04262	5.67887	3.4142	84.4972	61.032	3.3085	18.3726	93.5483	33.7313	3.6142	1.96826	1.72257	2.39227	0	0.628172	0.596849	0.941922	242.353	54.8022	12.2073	0	0	2.09553	5.95932	70.1746	5.94167	7.6218	2.0952	1.50606	203.444	225.302	0	90.2257	0	77.7743	215.494	274.966	5.45546	16.3407	3.11156	7.71172	1.24879	7.76495	0.793832	109.102	1.09844	0	9.10119	51.9968	25.356	130.128	171.91
PWY-5173: superpathway of acetyl-CoA biosynthesis	0	6.44878	3.86576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5177: glutaryl-CoA degradation	0	59.7325	22.6752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5178: toluene degradation IV (aerobic) (via catechol)	0	0	0	0	0	0	0	0	4.11804	0	0	0	0	0	0	1.86068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.82483	0	0	0	0	0	6.4206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26685
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	0	0	0	0	1.02572	0	0	0	23.0938	0	0	0	0	0	0	20.2869	0	0	11.4892	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37342	0	0	5.10671	0.886391	0	2.91663	24.3404	0	0	0	0	0	95.6111	0	0	0	0	0	0	0	5.02374	1.78122	0	0	0	21.4326	0	66.7082
PWY-5181: toluene degradation III (aerobic) (via p-cresol)	0	0	0	0	0	0	0	0	7.23105	0	0	0	0	0	0	7.1992	0	0	0	0	0	0	0	0	0	0	6.49464	0	0	0	0	0	0	0	0.832582	0	0	0	0	102.102	0	0	0	8.33872	161.869	55.4342	0	0	0	4.86093	0	0	0	0	0	0	2.26227	0	0	77.9006	7.35752
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol)	0	0	0	0	1.02572	0	0	0	23.0938	0	0	0	0	0	0	20.2869	0	0	11.4892	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37342	0	0	5.10671	0.886391	0	2.91663	24.3404	0	0	0	0	0	95.6111	0	0	0	0	0	0	0	5.02374	1.78122	0	0	0	21.4326	0	66.7082
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	63.642	101.39	88.2138	70.8491	156.29	54.4622	80.1944	82.8974	261.942	161.249	146.391	43.6973	183.723	122.472	130.041	90.6112	158.157	119.716	138.343	69.0099	64.0942	118.694	60.3547	64.3941	66.6956	23.1857	264.173	140.919	137.3	66.0952	102.455	109.839	70.569	160.167	69.0264	77.3812	71.5954	56.9294	226.842	208.237	81.4034	160.077	39.8367	228.857	189.549	354.696	186.892	95.3358	97.9736	107.153	101.459	26.368	105.239	210.626	47.1606	59.9906	135.026	180.555	79.3176	126.655	142.79
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	9.42625	18.0196	33.6713	4.25426	68.3368	6.68161	12.1307	23.8848	139.274	24.6197	15.6759	1.77075	81.351	56.2455	8.65477	6.98158	107.834	29.7056	35.4039	0.955345	14.733	6.72319	0.678659	9.60614	0	1.54919	194.652	74.9579	1.21783	0	10.2615	0	1.07879	67.8993	30.6222	4.02131	15.9719	1.5902	54.7406	154.054	2.03447	83.417	0	89.1967	121.974	232.091	7.68899	15.4162	0	0	0	6.50556	50.6786	101.932	1.37108	0.908037	10.8154	60.4444	21.6857	53.218	109.404
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	3.08562	0	11.3556	7.61162	2.13058	23.6542	0	0	2.08523	5.15723	0	0	3.33904	30.3234	0	0	0	0	26.0721	0	5.06847	0	0	0	0	0	0	0	16.8671	0	0	0	0	7.43126	0	0	3.54171	0	3.61012	0	0	0	69.9908	4.49807	2.20291	0	0	0	4.7725	7.78696	6.42928	0	0	4.37367	4.46786	0	5.78197	14.6253	16.9636	6.10617	0
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	22.321	0	0	24.5044	113.24	11.08	46.6924	22.1698	3.46453	32.3834	9.54705	8.0889	34.2793	64.9114	31.7043	12.7713	7.97414	25.3346	25.6576	28.2517	11.5521	14.9007	20.4413	18.6739	13.4627	6.83877	8.10379	2.19174	16.9399	14.3102	17.6608	64.5003	2.63522	0.335257	9.35683	10.9853	67.4297	31.9446	1.67538	2.05465	29.6958	3.88842	7.14021	18.4897	6.73981	0	23.2616	13.5356	41.4227	43.3598	36.2616	3.00009	56.839	23.9936	24.432	48.6427	84.5736	32.9155	33.9167	0.533791	3.23431
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	40.1448	47.563	63.5646	12.2186	40.5709	25.8491	85.5011	30.6953	180.426	18.0008	24.2537	41.1295	169.777	221.202	67.3276	102.248	183.109	157.523	90.5339	54.8747	49.4725	40.5179	61.7512	1.47146	3.9375	2.84556	180.741	141.078	11.7471	27.155	97.1525	29.2988	8.43837	165.883	21.3994	40.7361	8.04006	75.4121	201.402	206.263	38.9122	134.815	64.6828	193.89	201.619	17.3016	114.09	98.4572	34.6981	65.9304	12.9925	43.9453	130.009	166.604	10.1304	11.6906	70.6771	231.075	103.007	162.636	215.507
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	64.9381	99.2642	69.8662	145.147	94.1983	44.2241	105.496	92.9578	298.383	160.009	83.2179	52.713	224.602	247.24	64.4647	97.6632	265.852	192.782	92.5032	52.4319	65.9466	91.5585	120.944	33.2129	29.3565	43.1875	340.837	174.732	97.8536	36.3836	75.982	59.8468	96.2273	183.715	56.6952	84.7118	30.0373	118.495	294.843	170.877	69.6545	221.931	92.372	209.845	204.052	441.498	86.9953	93.5513	108.006	41.5056	62.3254	58.3154	83.9689	241.095	48.5734	28.3588	154.424	279.172	147.326	155.387	240.353
PWY-5367: petroselinate biosynthesis	3.11578	3.24226	20.5469	1.60469	7.857	3.01242	8.04001	1.651	85.5228	4.75408	8.74455	4.37966	34.9127	55.6298	17.0112	10.5917	85.0662	24.6892	16.4195	5.15975	5.9566	4.63953	2.65854	3.95492	1.05788	0	107.487	27.86	4.01393	1.97887	5.92794	0	5.71761	31.0133	0	21.1636	5.48989	1.87882	0	34.4111	1.21413	32.3004	21.71	29.2101	13.2484	115.195	2.24462	10.5341	0	22.0516	2.93618	2.27375	8.345	50.1426	1.69456	0.791871	2.96706	127.233	13.4266	4.03077	35.3175
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	2.16408	21.2305	14.6173	25.0243	44.7509	12.5087	44.8918	15.2972	177.082	4.76412	27.027	11.9998	129.767	68.9476	26.1962	17.4249	135.259	86.9846	41.1211	10.7463	22.4796	13.8513	26.9381	0.650775	1.43679	0.809141	158.982	33.9892	10.1804	1.10409	10.1843	2.29785	14.7914	97.1982	5.94745	16.2572	19.1361	7.35601	192.343	99.4182	18.3311	101.809	59.2275	108.647	164.349	259.202	5.04118	12.1129	55.7107	4.41839	27.6188	18.2666	23.9653	130.667	6.85782	9.03756	33.2137	75.3558	45.0711	116.206	74.0171
PWY-5392: reductive TCA cycle II	0	11.0623	2.25708	0	5.72698	0	5.33873	9.0997	3.60822	0	0	0	3.19175	8.33591	1.45055	13.8589	27.0198	2.53585	4.01802	0	0	0	0	0	0	0	6.01322	7.66592	0	0	0	0	0	9.85589	0	0.667083	1.38853	0	0	9.9571	0	0	0	1.29114	18.0429	0	0	0.935906	0	0	0	1.64664	0.978696	1.20111	0	0	0.957503	0	3.00061	3.38839	1.86793
PWY-5415: catechol degradation I (meta-cleavage pathway)	0	0	0	0	0.407949	0	0	0	4.1245	0	0.471098	0	0	3.21031	0	1.1562	0	0	2.42006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724383	0	1.15323	0.800276	0.613362	0	0.721537	8.50821	0	0	0	0	0	3.84871	0	0	0	0	0	0	0	1.68698	1.40593	0	0	0	7.33946	0	5.09612
PWY-5417: catechol degradation III (ortho-cleavage pathway)	0	0	0.358383	0	0	0	0	0.403902	7.3091	0	0	0	0	0	0	11.6528	0	0	0	0	0	0	0	0	0	0	3.86785	0	0.661594	0	0	0	0	0	0	0	0.425116	0	3.66604	117.222	0	0	0	7.36114	184.252	52.0628	0	0.493922	0	4.69843	0	0	0	0	0	0	1.62854	0	0	56.0315	19.9016
PWY-5419: catechol degradation to 2-hydroxypentadienoate II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69494	0	0	0	0	0	0.1135	0	0	0	0	0	0	0	0.273881	0	0	0	0	0	0	3.23369
PWY-5420: catechol degradation II (meta-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19376	0	0	0	0	0	0.198463	0	0	0	0	0	0	0	0.465947	0	0	0	0	0	0	5.4722
PWY-5430: meta cleavage pathway of aromatic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01122
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	0	0	0.358383	0	0	0	0	0.403902	7.3091	0	0	0	0	0	0	11.6528	0	0	0	0	0	0	0	0	0	0	3.86785	0	0.661594	0	0	0	0	0	0	0	0.425116	0	3.66604	117.222	0	0	0	7.36114	184.252	52.0628	0	0.493922	0	4.69843	0	0	0	0	0	0	1.62854	0	0	56.0315	19.9016
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	1.96493	14.2657	15.5508	10.603	18.4177	3.40339	11.3925	9.67906	9.43576	9.126	15.515	5.63943	11.0836	31.6314	11.0835	8.05581	10.0084	11.7869	12.7832	6.41816	6.89838	7.72194	0	2.9149	2.37986	0	23.8317	35.5516	18.2048	0	0	7.23206	6.92769	17.8224	2.91233	23.4627	5.95665	4.39622	13.3612	166.125	0	0	0	34.4443	175.538	5.51593	10.1476	10.3844	12.1942	15.6193	5.40007	16.3963	11.7324	24.1598	5.11671	2.01598	28.9203	42.317	16.6901	13.1817	107.763
PWY-5484: glycolysis II (from fructose 6-phosphate)	156.37	248.153	208.427	164.639	149.361	172.574	195.997	148.827	320.697	173.875	138.625	115.322	295.185	211.588	213.655	153.484	267.08	170.845	152.192	181.002	173.458	119.593	115.84	254.521	245.514	295.065	332.465	191.11	133.181	163.705	137.598	245.003	295.216	246.021	217.715	202.405	164.718	177.676	293.499	260.158	108.327	284.397	196.063	247.029	224.78	391.191	118.416	178.432	138.911	205.963	222.363	308.073	193.329	301.284	168.706	212.325	126.302	225.146	189.961	239.673	280.786
PWY-5497: purine nucleobases degradation II (anaerobic)	26.7902	0	0	18.2269	29.8409	33.9959	70.6933	28.9583	79.6844	11.1015	13.438	20.5244	97.1484	62.4577	31.775	21.0609	74.9169	93.6309	31.2044	28.506	33.3905	36.605	4.23903	9.27881	13.8125	30.2508	160.011	37.0538	11.6163	0	30.9239	21.8251	18.4741	47.7955	43.7845	59.5902	26.3226	20.0955	30.9791	56.1936	21.1636	84.322	0	81.2696	36.7215	106.95	37.314	47.8796	7.73884	42.2696	10.6057	49.081	12.7904	88.7137	29.1034	4.56673	45.9534	51.5675	86.7518	47.8302	200.316
PWY-5505: L-glutamate and L-glutamine biosynthesis	57.3229	86.4744	35.5402	85.395	59.2348	105.12	50.6925	88.2119	54.8911	113.242	91.9759	83.8994	106.918	105.288	88.2446	63.895	68.829	91.9782	63.807	114.011	69.1465	79.7639	71.5512	31.7903	69.082	18.1414	24.7082	83.2306	115.299	83.8478	89.4126	51.4774	28.5643	64.8474	96.3572	72.7462	52.5071	86.4075	80.4442	35.6936	66.2768	53.5244	65.0916	73.5796	43.6708	0	59.8764	79.5366	61.6118	50.1503	133.423	21.1392	73.7729	77.5208	53.8746	85.2251	85.9419	145.988	53.5107	25.0118	84.7926
PWY-5531: chlorophyllide a biosynthesis II (anaerobic)	0	0	0.712178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5534: propene degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13315
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	0	1.28203	12.4803	0	0	0	0	0	0	0	0	0	0.985459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.3381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.20556	0	0
PWY-5647: 2-nitrobenzoate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9146
PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.2203
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39443	0	0	0	0	0	3.52671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19725
PWY-5656: mannosylglycerate biosynthesis I	0.55927	0.583407	0	0	2.16445	0.43701	14.8084	0	114.65	0	0	0	86.9528	40.1203	0.304939	4.94598	99.8279	37.5649	0	1.62952	1.12836	2.16339	0	0.387923	0	0	94.2952	46.106	1.51319	0	0	0	0	77.0232	1.44462	4.97265	3.97183	0	0	68.6175	0	88.4967	0	65.9603	1.86603	136.608	6.08353	16.262	0.390311	0.950894	1.17113	7.40205	0	108.093	0	0	0	53.0045	14.9464	7.58541	74.5369
PWY-5659: GDP-mannose biosynthesis	240.65	132.735	196.715	169.396	118.631	130.185	141.575	131.577	224.163	124.369	129.752	63.8376	171.85	161.473	139.156	101.663	195.98	173.596	176.209	165.014	132.128	161.076	118.047	182.304	190.368	259.821	223.974	116.083	134.717	134.721	136.752	130.415	289.565	137.166	120.67	143.554	186.964	158.885	95.5695	122.516	133.658	174.026	57.1335	180.015	136.711	275.019	120.138	122.761	141.917	169.237	224.185	194.062	118.307	175.671	118.693	151.394	114.255	124.613	182.537	153.172	166.512
PWY-5667: CDP-diacylglycerol biosynthesis I	463.941	434.522	452.316	385.637	415.473	405.092	370.992	366.957	415.966	390.904	384.05	441.787	330.894	476.031	319.907	377.454	422.227	385.484	367.291	349.637	331.686	363.029	351.328	397.119	366.92	415.193	433.849	381.482	396.853	351.245	367.643	448.492	454.703	295.083	365.26	365.329	458.206	467.558	377.05	283.907	410.171	305.456	245.486	316.543	236.256	463.819	408.654	326.296	422.543	415.177	396.61	506.325	440.468	355.285	440.035	386.432	395.161	468.227	442.345	219.685	405.529
PWY-5675: nitrate reduction V (assimilatory)	2.35956	2.23851	2.03008	0.469619	2.92787	1.73568	29.1761	1.65718	205.805	0	0.822318	2.31039	127.71	113.802	4.01458	46.9146	231.917	56.8194	5.88287	2.92252	3.48339	7.45933	0	0	2.34675	0.486201	325.782	101.681	0.726638	0	1.57947	0	2.7384	97.1372	6.23686	19.8788	2.23112	1.09645	0.906194	117.876	0.571254	121.065	23.7219	103.541	139.862	282.989	47.0906	15.7637	0	8.9578	0.447094	11.2725	1.44325	160.425	1.63594	0	10.4727	144.23	41.5757	94.5837	142.101
